MSME_ID,Customer_Segment,Business_Type,Industry,Location_Category,Years_in_Operation,Employee_Count,Annual_Turnover_INR,Monthly_GST_Sales_INR,Monthly_GST_Purchases_INR,GST_Filing_Timeliness_Pct,GST_Return_Frequency,Monthly_UPI_Inflow_INR,Monthly_UPI_Outflow_INR,UPI_Avg_Ticket_Size_INR,UPI_Daily_Txn_Count,Transaction_Volatility_Index,Monthly_Bank_Credits_INR,Monthly_Bank_Debits_INR,Average_Bank_Balance_INR,Cashflow_Stability_Index,Has_Existing_Loan,Monthly_Loan_EMI_INR,EMI_On_Time_Rate_Pct,Overdraft_Usage_Ratio,Monthly_Payroll_INR,Salary_Consistency_Pct,Employee_Attrition_Rate_Pct,Avg_Invoice_Payment_Delay_Days,Customer_Concentration_Ratio,Vendor_Payment_Timeliness_Pct,Seasonality_Index,Revenue_Growth_Rate_Pct,Credit_History_Months,Business_Stability_Score,Cashflow_Score,Revenue_Consistency_Score,Payment_Behaviour_Score,Business_Growth_Score,Compliance_Score,Financial_Health_Score,Probability_of_Default,Credit_Risk_Category,Credit_Eligible,Recommended_Credit_Limit_INR
MSME0024630,NTB,Partnership,Retail,Metro,5.4,2,2081992,172671,102035,78.2,Monthly,112802,61143,567,7.6,0.133,169054,127935,126292,0.688,No,0,,0.189,43446,81.5,27.7,21.8,0.188,76.8,0.367,22.0,0,66.9,73.0,77.1,77.6,48.3,79.0,75.4,0.0776,Medium,Yes,176000
MSME0024631,Existing-to-Credit,Proprietorship,Food & Beverage,Tier 2,6.7,2,1900932,152452,123528,78.5,Monthly,72885,54155,530,5.3,0.371,166435,136149,91701,0.492,Yes,27262,84.2,0.393,35617,74.9,33.1,22.7,0.434,77.9,0.548,-5.6,40,66.0,55.9,54.2,78.4,29.0,77.6,65.6,0.2744,High,No,0
MSME0024632,Existing-to-Credit,Proprietorship,Textiles,Tier 1,6.7,6,12377903,969929,520675,86.5,Monthly,78183,53111,188,16.0,0.288,1015016,709589,883308,0.65,Yes,149362,87.8,0.28,198880,84.9,10.5,10.3,0.22,83.8,0.266,14.3,55,74.6,69.7,69.2,85.8,46.7,86.1,77.7,0.0542,Low,Yes,1782000
MSME0024633,NTC,Partnership,Trading,Metro,0.5,2,3767549,284658,165572,83.8,Monthly,27587,15202,544,2.0,0.288,284590,253293,59124,0.601,No,0,,0.306,48736,78.4,13.2,9.4,0.419,76.5,0.448,20.3,0,50.5,62.6,65.6,80.9,47.2,82.4,72.2,0.1182,Medium,Yes,289000
MSME0024634,NTC,Proprietorship,Textiles,Tier 3,8.1,15,46553246,3789000,3130081,99.3,Monthly,1089886,675698,2192,19.1,0.243,4080078,3062189,1549775,0.769,No,0,,0.132,208300,94.0,8.4,6.3,0.441,96.1,0.604,10.6,0,80.0,79.0,62.9,92.5,47.9,98.0,82.8,0.0331,Low,Yes,7590000
MSME0024635,NTC,Partnership,Services,Tier 2,9.1,2,4169122,319755,130789,79.5,Monthly,166511,151772,324,19.8,0.438,347693,235759,262123,0.706,No,0,,0.198,54487,83.5,11.4,33.4,0.29,67.5,0.556,22.6,0,77.5,75.3,54.2,69.2,48.8,80.5,76.5,0.1063,Medium,Yes,359000
MSME0024636,Existing-to-Credit,LLP,Retail,Rural,16.6,3,6753229,564602,304341,93.6,Monthly,419838,336703,1857,8.7,0.35,579401,403258,509437,0.81,Yes,53477,99.1,0.175,45652,95.0,1.0,16.1,0.434,92.1,0.258,11.6,150,90.8,81.2,65.3,91.0,42.3,94.0,81.6,0.0418,Low,Yes,1145000
MSME0024637,NTB,Proprietorship,Services,Tier 2,4.0,2,5043167,374448,301622,92.3,Monthly,236568,136903,1073,8.5,0.226,390978,279874,326895,0.813,No,0,,0.253,49746,89.0,20.5,3.7,0.36,85.3,0.315,18.4,0,67.7,79.1,72.3,87.3,45.8,91.5,77.4,0.0598,Low,Yes,858000
MSME0024638,NTC,Partnership,Services,Tier 3,2.2,1,1457591,128620,95079,85.5,Quarterly,72366,63252,676,4.1,0.323,131591,93708,95583,0.733,No,0,,0.164,21418,86.5,13.9,12.2,0.643,86.7,0.339,4.0,0,62.7,77.0,63.7,85.7,33.9,85.7,75.3,0.0787,Medium,Yes,129000
MSME0024639,Existing-to-Credit,Proprietorship,Textiles,Tier 2,1.4,12,34351897,3113263,1762009,61.1,Quarterly,634714,496620,2096,11.6,0.474,3182329,2788118,985250,0.453,Yes,190484,78.9,0.479,257239,75.7,23.8,10.3,0.523,57.6,0.403,4.7,14,53.2,50.4,53.2,69.6,42.8,64.7,55.3,0.5587,High,No,0
MSME0024640,Existing-to-Credit,Proprietorship,Services,Tier 1,2.9,4,2865280,236692,169963,84.5,Quarterly,195499,103018,550,13.7,0.334,243879,207226,127335,0.724,Yes,28126,86.6,0.226,70322,86.3,6.3,32.1,0.296,97.8,0.402,-2.2,17,67.1,72.1,60.6,87.2,33.7,84.9,75.7,0.0959,Medium,Yes,251000
MSME0024641,Existing-to-Credit,LLP,Services,Tier 3,5.9,3,1845283,126592,71910,82.0,Monthly,82672,56639,264,12.1,0.335,132909,102202,68230,0.728,Yes,23675,88.8,0.218,36670,83.5,17.9,13.8,0.671,80.5,0.429,5.8,31,70.9,74.2,61.1,83.2,38.3,82.4,74.1,0.1045,Medium,Yes,162000
MSME0024642,NTC,Private Limited,Textiles,Tier 2,5.3,1,1409927,105899,61226,84.4,Monthly,26814,9004,374,2.8,0.174,103294,90524,37961,0.662,No,0,,0.233,13688,83.3,15.4,13.5,0.523,88.0,0.429,26.4,0,70.3,68.1,73.8,86.1,49.6,84.1,78.4,0.0604,Medium,Yes,116000
MSME0024643,Existing-to-Credit,Proprietorship,Manufacturing,Metro,9.2,1,1381637,99962,58817,77.9,Quarterly,12424,6735,574,0.8,0.373,91431,62385,54263,0.578,Yes,10146,89.5,0.294,15698,88.3,13.3,4.1,0.723,83.6,0.167,30.1,58,78.6,65.8,69.0,87.7,52.2,80.5,76.1,0.0796,Medium,Yes,103000
MSME0024644,Existing-to-Credit,Proprietorship,Food & Beverage,Tier 2,3.3,1,4654273,402648,222321,72.9,Monthly,239708,183149,559,16.5,0.494,430027,365862,127646,0.593,Yes,58674,89.2,0.355,23051,74.9,11.7,38.4,0.737,79.2,0.432,30.0,34,63.7,61.7,55.1,75.8,52.1,73.4,61.0,0.4475,High,No,0
MSME0024645,Existing-to-Credit,Proprietorship,Services,Tier 2,3.9,1,1372226,122605,58591,83.6,Monthly,50776,23399,302,6.5,0.203,117557,89276,88118,0.624,Yes,28102,86.7,0.246,33612,85.2,18.7,8.9,0.285,88.5,0.478,14.7,29,66.7,68.0,69.1,88.5,41.4,84.0,76.1,0.0603,Medium,Yes,108000
MSME0024646,NTB,Partnership,IT & Digital,Tier 1,3.0,11,25315458,2173178,1483743,80.2,Monthly,681379,322624,1506,17.4,0.294,2301682,2028521,685901,0.614,Yes,560967,91.3,0.31,196426,82.0,24.9,22.5,0.142,76.0,0.612,-0.9,23,61.5,63.4,58.0,78.8,38.5,80.6,70.0,0.1764,High,No,0
MSME0024647,Existing-to-Credit,LLP,Manufacturing,Tier 2,6.3,2,4646837,357629,198063,74.0,Monthly,25841,10699,379,2.6,0.44,370483,275761,271956,0.642,Yes,17588,89.6,0.326,71212,76.9,16.4,12.0,0.405,72.1,0.229,2.1,41,70.0,67.3,59.2,79.2,34.4,74.7,65.9,0.2486,High,No,0
MSME0024648,NTC,Proprietorship,Logistics,Tier 1,1.8,20,29598024,2534565,1575185,77.6,Monthly,860049,387766,1533,21.6,0.32,2811545,2586164,930579,0.696,No,0,,0.303,427455,91.1,22.9,17.7,0.095,82.6,0.219,-6.5,0,60.1,67.3,65.3,81.9,37.1,81.0,68.0,0.1943,High,No,0
MSME0024649,NTC,Proprietorship,Trading,Tier 3,6.0,2,2489973,182868,115792,75.8,Monthly,51081,31483,232,8.5,0.457,194098,169377,40795,0.658,No,0,,0.416,60748,79.2,16.7,18.9,0.642,68.1,0.363,-8.2,0,70.1,63.3,53.3,73.6,27.2,76.6,62.7,0.3558,High,No,0
MSME0024650,NTB,Proprietorship,IT & Digital,Tier 1,0.6,5,6342111,536803,248814,90.1,Monthly,173884,78468,574,11.7,0.336,615676,477421,208395,0.709,No,0,,0.189,152690,81.1,26.3,6.2,0.205,84.0,0.165,-15.5,0,48.9,73.8,64.4,85.9,25.2,87.8,73.1,0.0963,Medium,Yes,547000
MSME0024651,NTC,LLP,IT & Digital,Tier 1,4.4,2,3184890,237826,139876,85.8,Monthly,93302,45726,298,12.0,0.141,243949,199952,129234,0.678,No,0,,0.221,35518,82.3,29.5,13.7,0.376,82.5,0.272,11.8,0,64.4,70.4,77.5,83.0,41.2,84.9,76.3,0.0744,Medium,Yes,266000
MSME0024652,Existing-to-Credit,LLP,Construction,Metro,5.3,1,1458687,116321,59195,87.2,Quarterly,39718,12894,346,4.4,0.272,116840,81501,78383,0.733,Yes,27884,97.0,0.158,11173,99.3,20.3,3.9,0.457,88.0,0.151,18.0,32,73.8,77.4,73.6,91.7,43.7,90.2,82.5,0.0444,Low,Yes,229000
MSME0024653,NTC,Proprietorship,Retail,Tier 2,5.7,2,7033859,545602,359455,84.1,Monthly,163152,130937,570,11.0,0.329,563711,418233,365374,0.714,No,0,,0.205,52945,84.2,9.2,47.6,0.728,80.4,0.481,15.9,0,72.9,74.3,61.6,72.4,44.0,84.1,74.8,0.1087,Medium,Yes,610000
MSME0024654,NTC,Proprietorship,Services,Tier 2,3.6,20,29029728,2411058,1951660,84.8,Monthly,1486426,578019,3457,16.5,0.334,2476372,2029815,1423166,0.723,No,0,,0.282,589508,91.6,13.1,6.3,0.554,89.3,0.368,10.0,0,69.2,71.3,63.2,88.8,48.7,86.5,74.8,0.0875,Medium,Yes,2542000
MSME0024655,NTC,Private Limited,Textiles,Tier 3,2.3,5,3200236,207597,122175,78.1,Monthly,59952,46832,222,10.4,0.38,213100,147601,119125,0.656,No,0,,0.304,97017,76.9,14.0,21.8,0.392,67.9,0.376,34.9,0,60.2,69.6,64.1,72.7,60.5,77.8,68.3,0.2155,High,No,0
MSME0024656,NTC,Private Limited,Food & Beverage,Metro,3.2,1,2284096,203282,114293,94.0,Monthly,130563,58343,623,8.1,0.135,214463,164458,143013,0.863,No,0,,0.117,13649,91.5,11.7,8.1,0.421,86.8,0.112,21.8,0,68.3,84.2,83.4,86.9,46.4,93.3,87.4,0.0177,Low,Yes,407000
MSME0024657,NTC,Proprietorship,Textiles,Tier 2,5.4,11,25623996,2334566,1145929,81.6,Quarterly,207560,143166,1092,7.3,0.394,2037368,1721308,1070790,0.706,No,0,,0.274,408627,88.9,23.3,16.6,0.217,75.4,0.261,40.4,0,70.2,70.1,66.9,78.3,67.4,83.4,77.4,0.0864,Medium,Yes,2205000
MSME0024658,Existing-to-Credit,Private Limited,Construction,Metro,5.0,5,8752720,626534,363375,92.7,Monthly,123585,84238,351,13.5,0.188,639882,539852,256071,0.739,Yes,62533,92.4,0.211,155457,88.4,7.7,2.0,0.292,81.8,0.347,-6.5,29,73.1,73.5,70.1,87.9,31.5,91.6,81.6,0.0345,Low,Yes,1385000
MSME0024659,NTC,LLP,Services,Tier 1,6.0,2,1599331,134413,86898,89.3,Monthly,49495,19052,549,3.5,0.223,142561,90122,76843,0.771,No,0,,0.173,34158,88.6,13.3,4.5,0.729,82.6,0.272,20.7,0,73.7,80.4,73.9,85.6,47.4,89.1,77.4,0.0609,Medium,Yes,147000
MSME0024660,NTB,Proprietorship,Manufacturing,Rural,5.2,3,9439181,672802,527781,85.6,Monthly,78036,52059,182,16.5,0.179,714472,500092,491954,0.787,No,0,,0.283,86106,88.9,22.3,18.6,0.54,92.6,0.251,-1.2,0,70.0,77.2,73.8,87.2,33.4,86.4,79.0,0.0556,Low,Yes,1566000
MSME0024661,Existing-to-Credit,Proprietorship,Services,Metro,1.6,2,1640899,134997,84887,78.0,Monthly,51110,48098,144,13.6,0.296,142747,130575,39424,0.683,Yes,16626,81.7,0.276,21222,74.8,25.3,10.0,0.32,67.4,0.058,16.4,10,53.6,67.4,74.2,75.6,44.4,77.2,71.5,0.124,Medium,Yes,138000
MSME0024662,NTC,Private Limited,Food & Beverage,Tier 2,6.5,2,5587868,431285,318536,78.1,Monthly,233163,134386,1413,6.3,0.264,452338,385296,214933,0.753,No,0,,0.189,50291,80.8,16.5,10.3,0.284,83.4,0.426,4.7,0,71.5,74.6,65.2,84.4,36.2,78.8,78.7,0.0594,Low,Yes,897000
MSME0024663,NTB,Proprietorship,Services,Rural,5.3,3,3980612,323501,137977,84.2,Monthly,196590,103344,289,26.2,0.476,328562,300364,115837,0.609,No,0,,0.217,50228,86.2,18.2,18.8,0.204,75.4,0.224,17.1,0,70.4,64.8,59.4,77.6,46.2,84.7,70.9,0.1664,High,No,0
MSME0024664,NTC,Proprietorship,Retail,Tier 3,4.2,1,1177783,109743,85610,81.3,Monthly,68944,34878,729,3.6,0.368,118970,117428,18264,0.627,No,0,,0.283,27157,80.8,12.7,7.9,0.266,74.1,0.534,3.7,0,67.7,62.7,56.1,80.0,33.7,81.2,74.3,0.108,Medium,Yes,93000
MSME0024665,Existing-to-Credit,Proprietorship,Logistics,Tier 3,3.3,3,3287190,300354,109223,78.8,Monthly,123872,92203,294,16.2,0.329,306704,265536,107821,0.585,Yes,88076,81.2,0.334,62849,77.3,19.1,19.0,0.724,75.6,0.51,2.8,30,62.5,61.5,59.0,77.5,36.2,78.4,66.1,0.2429,High,No,0
MSME0024666,NTC,Proprietorship,Retail,Tier 1,5.1,3,7984425,673712,424406,90.3,Monthly,264578,143190,1405,7.2,0.213,646374,441046,428655,0.805,No,0,,0.206,47946,90.4,10.5,18.5,0.299,78.6,0.412,10.8,0,73.2,80.5,69.5,79.5,41.8,90.3,78.1,0.0524,Low,Yes,1348000
MSME0024667,NTC,Partnership,Services,Rural,3.0,6,11880069,800995,389570,100.0,Monthly,469818,260138,2658,6.8,0.201,811460,667008,403996,0.809,No,0,,0.062,136432,96.2,13.9,6.9,0.396,97.0,0.395,34.9,0,68.6,81.5,74.3,92.8,61.2,99.0,85.6,0.0193,Low,Yes,2013000
MSME0024668,NTC,Proprietorship,Services,Metro,2.9,2,1667953,144870,92029,74.0,Monthly,75657,46675,424,6.9,0.552,149986,118817,64210,0.492,No,0,,0.457,88037,75.1,7.1,24.1,0.198,65.6,0.483,5.0,0,63.6,54.8,46.6,70.8,36.4,74.3,60.5,0.4604,High,No,0
MSME0024669,NTB,LLP,Trading,Tier 2,4.9,5,5191779,393442,371297,89.9,Monthly,145879,77535,460,12.2,0.117,396803,345122,177638,0.818,No,0,,0.025,93330,96.5,2.1,8.6,0.563,90.2,0.216,34.7,0,76.7,82.0,83.8,88.6,60.3,91.6,83.8,0.0259,Low,Yes,887000
MSME0024670,NTC,Proprietorship,Retail,Tier 1,1.1,1,543161,52373,37822,86.3,Monthly,30913,14317,365,3.3,0.271,58380,46657,20242,0.642,No,0,,0.302,25381,82.4,21.4,9.4,0.46,80.3,0.309,4.8,0,54.1,66.8,67.7,82.9,34.5,85.3,73.0,0.1063,Medium,Yes,44000
MSME0024671,Existing-to-Credit,Partnership,Logistics,Rural,0.4,1,1416879,124628,70265,78.5,Monthly,37920,28566,357,4.1,0.295,134005,123206,29939,0.68,Yes,35283,89.5,0.224,18212,82.8,21.8,9.2,0.354,70.2,0.366,8.0,1,48.8,68.4,65.4,78.9,36.7,79.6,70.4,0.1315,Medium,Yes,119000
MSME0024672,NTB,LLP,Textiles,Tier 2,3.1,4,7677849,581223,349188,89.7,Monthly,227786,89188,1303,6.7,0.295,544172,413165,405668,0.747,No,0,,0.196,44460,92.5,25.6,7.0,0.261,94.9,0.103,48.8,0,64.8,76.0,78.1,91.6,69.4,90.4,85.0,0.0325,Low,Yes,1225000
MSME0024673,NTC,Partnership,Food & Beverage,Tier 2,4.9,5,7516440,558972,352954,70.6,Quarterly,445311,258731,1220,14.0,0.342,682008,618165,233059,0.543,No,0,,0.377,118324,72.1,24.6,18.6,0.213,64.6,0.198,-24.2,0,63.8,57.3,61.9,71.7,19.1,71.0,69.0,0.1988,High,No,0
MSME0024674,NTC,Private Limited,IT & Digital,Tier 1,8.8,7,11307796,752176,416737,84.7,Monthly,206232,107322,486,16.3,0.321,710167,571603,276875,0.715,No,0,,0.263,157014,91.8,10.5,4.2,0.309,85.1,0.266,23.3,0,79.8,71.7,68.6,87.0,53.6,86.4,82.4,0.0445,Low,Yes,1746000
MSME0024675,NTC,Private Limited,Manufacturing,Tier 3,2.6,25,29641678,2559873,1765151,79.7,Monthly,1049556,720023,2202,18.3,0.274,2442910,2138981,1025225,0.449,No,0,,0.258,477185,80.5,12.0,17.2,0.239,77.4,0.22,-10.4,0,63.0,55.8,67.5,79.2,35.4,79.9,66.6,0.2029,High,No,0
MSME0024676,NTC,Proprietorship,Retail,Tier 2,4.5,1,1021729,84032,62122,81.4,Monthly,61327,22507,224,10.6,0.278,94701,74451,60177,0.697,No,0,,0.406,24307,79.3,9.1,5.8,0.861,79.5,0.357,17.4,0,68.9,67.5,68.0,83.5,43.3,80.9,73.0,0.1173,Medium,Yes,87000
MSME0024677,NTC,Proprietorship,Retail,Tier 2,7.9,2,4080035,323064,175509,82.0,Monthly,144701,41500,756,7.4,0.246,337592,257233,172764,0.767,No,0,,0.132,23952,88.5,30.4,14.6,0.242,85.7,0.307,-2.0,0,72.6,78.6,68.3,84.5,31.5,83.6,72.1,0.1022,Medium,Yes,373000
MSME0024678,NTC,Proprietorship,Logistics,Tier 2,4.0,18,59893027,4444778,3337070,87.7,Monthly,796068,494695,3147,9.7,0.176,4545808,3358094,3223021,0.786,No,0,,0.138,449849,86.4,21.8,13.2,0.558,85.3,0.284,22.8,0,66.6,80.0,76.8,84.7,57.2,87.3,81.0,0.0414,Low,Yes,9928000
MSME0024679,NTB,Proprietorship,Retail,Tier 2,3.8,2,2098080,195873,144775,70.0,Monthly,108137,51388,246,16.9,0.332,199684,144569,94173,0.616,No,0,,0.312,47556,83.0,16.7,13.5,0.43,77.2,0.337,-18.4,0,66.3,66.6,59.8,80.1,20.0,73.2,66.8,0.2144,High,No,0
MSME0024680,NTC,LLP,Healthcare,Metro,7.0,1,6158230,551457,324439,74.2,Monthly,371847,268733,1113,12.9,0.308,492095,453910,128702,0.513,No,0,,0.376,16581,76.9,26.4,13.2,0.239,74.9,0.473,4.7,0,68.7,55.3,61.4,78.9,34.4,74.8,66.7,0.2203,High,No,0
MSME0024681,Existing-to-Credit,Partnership,Trading,Metro,10.4,4,7974997,599294,364271,86.8,Monthly,175805,63013,494,13.7,0.206,658093,582715,212477,0.717,Yes,27377,94.9,0.242,180305,94.5,6.6,5.3,0.674,88.7,0.096,10.3,41,83.6,70.7,77.8,91.3,42.4,88.7,77.8,0.0615,Medium,Yes,694000
MSME0024682,NTB,Private Limited,Construction,Metro,10.7,4,7304116,568302,262477,78.0,Monthly,193446,98343,496,15.0,0.288,601184,441470,277483,0.64,No,0,,0.268,173718,73.6,10.7,10.2,0.146,88.1,0.122,32.8,0,76.6,68.8,75.6,87.0,58.2,76.9,77.9,0.0687,Medium,Yes,585000
MSME0024683,NTC,Proprietorship,Services,Tier 2,0.2,3,2913303,217533,117223,89.1,Monthly,58897,21338,299,7.6,0.248,236548,157222,235451,0.666,No,0,,0.137,127432,84.1,17.0,5.8,0.382,88.5,0.058,-7.2,0,48.4,74.9,73.6,88.4,29.2,87.9,74.0,0.0828,Medium,Yes,240000
MSME0024684,NTC,Private Limited,Logistics,Tier 1,5.0,1,300000,25301,16423,85.5,Monthly,1286,638,242,0.2,0.208,23085,17713,10831,0.723,No,0,,0.169,21613,84.6,22.1,8.8,0.413,81.1,0.181,-6.7,0,68.3,75.2,73.0,83.6,26.4,85.2,74.1,0.071,Medium,Yes,26000
MSME0024685,NTB,Private Limited,Services,Metro,1.6,1,1803283,163338,155171,83.0,Monthly,128051,49609,442,11.1,0.172,172777,140767,69301,0.682,Yes,60472,87.7,0.287,14769,83.1,23.6,35.4,0.552,84.1,0.314,26.7,9,56.6,69.0,76.8,79.0,49.8,83.0,73.0,0.1286,Medium,Yes,151000
MSME0024686,NTC,Proprietorship,Trading,Metro,2.5,8,19057987,1701586,1055041,88.3,Monthly,767499,383176,1967,15.0,0.139,1515656,1244604,501909,0.76,No,0,,0.262,175606,83.6,22.9,7.0,0.485,86.5,0.475,4.5,0,60.8,73.8,71.4,87.0,41.0,87.1,77.1,0.0557,Low,Yes,3080000
MSME0024687,NTC,Proprietorship,Logistics,Tier 2,6.9,2,3809158,336837,205267,78.8,Monthly,52008,27429,404,4.9,0.272,357006,290314,154292,0.576,No,0,,0.244,47232,78.0,25.0,5.8,0.527,67.0,0.469,12.4,0,69.2,64.3,64.8,76.7,41.6,78.6,68.4,0.1455,Medium,Yes,283000
MSME0024688,NTC,Partnership,Manufacturing,Tier 1,3.1,3,5192063,440441,243305,95.2,Monthly,108878,88506,367,11.4,0.273,511997,422903,168540,0.765,No,0,,0.227,94329,89.4,5.2,10.4,0.442,97.4,0.203,14.2,0,69.0,74.9,71.7,92.1,44.2,93.7,80.7,0.045,Low,Yes,843000
MSME0024689,Existing-to-Credit,Proprietorship,Textiles,Metro,2.4,6,5478223,449813,210027,83.1,Quarterly,150594,48124,555,10.4,0.368,497045,389230,270776,0.615,Yes,9941,89.9,0.268,188930,86.4,8.7,44.7,0.187,79.8,0.461,4.9,12,64.8,66.4,58.1,74.4,40.2,83.9,69.0,0.2057,High,No,0
MSME0024690,Existing-to-Credit,Proprietorship,Logistics,Tier 1,0.9,2,5913746,578482,349823,78.4,Monthly,167824,118179,383,16.8,0.225,607165,516421,165200,0.624,Yes,101537,89.9,0.196,30001,82.6,16.1,11.9,0.386,77.0,0.304,16.2,8,54.2,67.4,72.4,82.0,44.3,79.5,75.3,0.0754,Medium,Yes,465000
MSME0024691,NTC,Proprietorship,Logistics,Metro,8.8,2,2987674,243692,120898,75.4,Monthly,89370,59821,187,18.3,0.281,246121,184928,99937,0.626,No,0,,0.249,44760,79.6,22.8,5.6,0.559,78.1,0.166,1.6,0,73.1,68.2,70.2,82.8,34.1,76.5,69.3,0.1506,High,No,0
MSME0024692,Existing-to-Credit,Proprietorship,Manufacturing,Tier 1,1.1,22,63576275,5456835,5183994,92.4,Monthly,1395862,809883,5352,10.0,0.218,5253356,3990532,2949733,0.795,Yes,592151,93.7,0.109,880292,96.7,12.3,20.7,0.342,86.8,0.155,-20.0,10,60.7,80.8,71.1,85.7,28.1,93.5,81.1,0.0347,Low,Yes,10630000
MSME0024693,NTB,LLP,Retail,Tier 1,7.1,2,6465490,461707,275543,77.8,Monthly,151212,88015,497,11.7,0.465,450300,368749,235916,0.518,Yes,157605,81.7,0.396,30268,78.1,15.8,24.7,0.487,63.8,0.335,2.7,49,71.9,57.2,55.1,69.6,34.8,77.9,65.6,0.3045,High,No,0
MSME0024694,NTC,Proprietorship,Retail,Rural,3.8,6,19688216,1635764,1215260,75.5,Quarterly,1032499,941685,7265,5.5,0.446,1647659,1374542,816463,0.527,No,0,,0.375,117230,82.5,16.6,16.2,0.519,76.8,0.317,36.8,0,66.2,57.9,61.8,79.1,62.5,77.3,66.0,0.2712,High,No,0
MSME0024695,NTC,Proprietorship,Food & Beverage,Tier 1,5.1,1,1543333,122026,98290,73.8,Quarterly,51262,37553,377,5.2,0.298,128457,122272,28284,0.518,No,0,,0.371,21502,80.7,17.6,5.3,0.271,74.3,0.198,-4.3,0,68.5,55.2,67.5,80.8,28.1,75.5,72.1,0.1311,Medium,Yes,107000
MSME0024696,Existing-to-Credit,Proprietorship,Retail,Tier 1,0.7,1,559192,46115,41297,83.1,Monthly,26321,10529,354,2.9,0.297,48723,42119,13934,0.667,Yes,3003,87.4,0.272,30063,81.3,18.9,10.3,0.305,84.3,0.491,19.8,3,51.6,67.6,63.9,86.0,45.0,82.7,75.0,0.0899,Medium,Yes,46000
MSME0024697,NTC,LLP,IT & Digital,Tier 2,14.9,1,1048768,83813,69307,80.5,Monthly,19237,12699,242,3.1,0.187,83171,66684,32627,0.684,No,0,,0.283,19228,82.6,32.0,23.0,0.419,79.4,0.33,10.0,0,78.0,69.5,73.0,78.7,38.1,81.0,75.1,0.0899,Medium,Yes,88000
MSME0024698,NTC,Private Limited,IT & Digital,Rural,5.0,3,6219018,573185,302962,87.4,Quarterly,64050,10677,1071,2.3,0.238,612517,511105,227046,0.831,No,0,,0.21,65690,85.9,14.7,16.4,0.362,88.5,0.747,2.7,0,70.6,78.8,58.5,85.5,36.1,87.0,77.4,0.0768,Medium,Yes,605000
MSME0024699,NTB,Proprietorship,Retail,Rural,3.2,5,9157818,797337,531454,100.0,Monthly,410588,324183,2907,5.4,0.12,860009,592730,785920,0.85,Yes,23643,99.6,0.055,120005,98.8,19.0,0.0,0.538,92.9,0.147,-3.2,28,68.7,86.6,79.6,96.0,33.8,99.7,89.9,0.0109,Low,Yes,1612000
MSME0024700,NTC,Partnership,Logistics,Tier 1,2.6,6,6132009,470057,285725,78.8,Monthly,171405,156187,413,16.0,0.292,491879,482615,66651,0.656,No,0,,0.276,77754,83.2,21.0,8.6,0.215,81.9,0.174,16.8,0,61.5,64.6,71.7,84.0,48.5,79.9,74.2,0.1032,Medium,Yes,500000
MSME0024701,NTC,Proprietorship,Manufacturing,Tier 2,1.0,2,6332815,558140,454636,77.8,Monthly,69167,24691,253,10.5,0.243,651787,478709,431109,0.578,No,0,,0.237,45002,82.2,15.5,9.7,0.446,72.2,0.598,1.5,0,54.9,66.2,61.7,78.4,33.9,78.9,69.0,0.149,Medium,Yes,472000
MSME0024702,Existing-to-Credit,Private Limited,Services,Tier 1,4.1,2,3127276,248043,124300,97.0,Quarterly,63268,33128,226,10.8,0.223,271096,170745,239764,0.782,Yes,37864,91.4,0.214,37131,89.8,6.4,34.7,0.445,90.5,0.549,-7.2,13,71.7,80.1,62.8,83.4,27.9,95.2,78.4,0.0799,Medium,Yes,290000
MSME0024703,Existing-to-Credit,Proprietorship,Manufacturing,Rural,5.1,2,2430886,194064,134760,78.1,Monthly,29928,18521,632,1.8,0.248,191644,173965,36572,0.624,Yes,20463,87.8,0.233,46102,83.0,20.1,14.9,0.443,85.9,0.288,10.3,51,68.6,65.4,70.5,85.7,40.2,79.3,75.5,0.0729,Medium,Yes,191000
MSME0024704,NTC,Proprietorship,Construction,Tier 2,6.0,3,4395031,381065,293951,82.3,Monthly,36209,14144,579,2.4,0.159,386011,299079,234553,0.722,No,0,,0.197,63599,91.8,20.1,13.7,0.84,90.0,0.349,4.3,0,73.0,74.3,73.4,87.1,37.2,84.7,76.7,0.0645,Medium,Yes,384000
MSME0024705,NTB,Private Limited,Textiles,Tier 1,9.2,2,6443068,494905,351495,93.6,Monthly,151329,61158,415,14.0,0.233,555001,462143,260912,0.812,No,0,,0.208,32811,100.0,6.2,0.2,0.515,98.7,0.362,17.4,0,83.9,77.8,70.6,95.6,45.1,95.2,85.2,0.0179,Low,Yes,1095000
MSME0024706,NTC,Proprietorship,Retail,Metro,4.8,2,2681122,224295,143064,83.3,Monthly,74440,44076,291,9.9,0.244,225410,191279,95949,0.75,No,0,,0.227,36011,76.6,10.9,11.2,0.455,74.6,0.116,30.4,0,68.3,73.6,78.0,79.3,54.2,81.6,72.3,0.1024,Medium,Yes,241000
MSME0024707,NTB,Private Limited,Manufacturing,Metro,10.9,61,74948207,5750552,4717541,82.4,Monthly,1429981,923259,5591,9.8,0.134,5535563,4698304,2720386,0.783,No,0,,0.245,1331811,86.7,12.2,6.6,0.296,81.0,0.449,-9.5,0,80.4,75.0,70.3,84.1,39.9,83.5,77.3,0.0634,Medium,Yes,6968000
